2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	524.34
22.1264	582.71
22.1409	590.12
22.1553	567.36
22.1697	598.89
22.1842	558.63
22.1986	558.19
22.2131	641.42
22.2275	608.43
22.2419	513.00
22.2564	563.59
22.2708	583.57
22.2853	626.06
22.2997	592.35
22.3141	587.73
22.3286	556.64
22.3430	538.37
22.3575	629.93
22.3719	616.83
22.3863	542.47
22.4008	506.48
22.4152	577.07
22.4297	706.20
22.4441	628.00
22.4585	555.15
22.4730	554.40
22.4874	545.91
22.5019	592.35
22.5163	599.98
22.5307	637.88
22.5452	684.36
22.5596	691.97
22.5741	700.96
22.5885	667.11
22.6029	641.36
22.6174	564.81
22.6318	540.01
22.6463	522.66
22.6607	555.81
22.6751	504.08
22.6896	524.24
22.7040	655.73
22.7185	551.87
22.7329	530.37
22.7473	504.22
22.7618	485.07
22.7762	556.83
22.7907	577.33
22.8051	515.02
22.8195	560.77
22.8340	550.35
22.8484	513.51
22.8629	588.22
22.8773	602.13
22.8917	484.54
22.9062	529.09
22.9206	599.53
22.9351	578.14
22.9495	510.29
22.9639	532.08
22.9784	513.15
22.9928	544.69
23.0073	568.08
23.0217	543.55
23.0361	529.27
23.0506	531.22
23.0650	590.97
23.0795	575.61
23.0939	555.62
23.1083	585.17
23.1228	554.11
23.1372	572.59
23.1517	581.36
23.1661	558.36
23.1806	645.10
23.1950	514.30
23.2094	614.14
23.2239	493.80
23.2383	654.73
23.2528	588.14
23.2672	480.27
23.2816	580.82
23.2961	512.87
23.3105	575.95
23.3250	508.68
23.3394	549.98
23.3538	605.49
23.3683	583.22
23.3827	561.26
23.3972	589.38
23.4116	553.48
23.4260	592.93
23.4405	515.32
23.4549	561.34
23.4694	577.27
23.4838	496.93
23.4982	562.66
23.5127	563.21
23.5271	563.31
23.5416	520.53
23.5560	539.61
23.5704	546.75
23.5849	532.10
23.5993	505.43
23.6138	569.14
23.6282	580.00
23.6426	499.61
23.6571	595.80
23.6715	549.87
23.6860	532.89
23.7004	562.94
23.7148	564.03
23.7293	593.02
23.7437	575.63
23.7582	562.48
23.7726	550.54
23.7870	611.12
23.8015	521.02
23.8159	557.87
23.8304	602.31
23.8448	574.81
23.8592	627.64
23.8737	599.98
23.8881	520.02
23.9026	569.27
23.9170	527.87
23.9314	536.16
23.9459	564.02
23.9603	509.41
23.9748	523.87
23.9892	594.29
24.0036	547.75
24.0181	581.46
24.0325	641.31
24.0470	547.95
24.0614	577.43
24.0758	561.06
24.0903	561.51
24.1047	608.22
24.1192	550.14
24.1336	582.23
24.1480	600.26
24.1625	587.61
24.1769	549.57
24.1914	595.19
24.2058	557.98
24.2202	633.78
24.2347	604.11
24.2491	618.07
24.2636	590.22
24.2780	555.03
24.2924	585.97
24.3069	599.01
24.3213	568.94
24.3358	547.33
24.3502	545.71
24.3646	540.74
24.3791	578.29
24.3935	580.17
24.4080	517.33
24.4224	524.65
24.4368	492.89
24.4513	533.77
24.4657	593.88
24.4802	581.87
24.4946	509.89
24.5090	521.97
24.5235	566.48
24.5379	525.08
24.5524	572.74
24.5668	602.63
24.5812	517.38
24.5957	575.85
24.6101	547.91
24.6246	529.05
24.6390	543.18
24.6534	565.73
24.6679	532.54
24.6823	562.21
24.6968	548.80
24.7112	519.17
24.7256	537.77
24.7401	565.16
24.7545	585.29
24.7690	547.73
24.7834	562.18
24.7978	545.61
24.8123	569.12
24.8267	514.52
24.8412	515.41
24.8556	565.20
24.8700	550.83
24.8845	565.10
24.8989	583.81
24.9134	484.60
24.9278	517.85
24.9422	504.01
24.9567	579.35
24.9711	552.96
24.9856	514.10
25.0000	537.39
25.0144	552.75
25.0289	548.71
25.0433	577.71
25.0578	592.88
25.0722	544.97
25.0866	597.64
25.1011	511.52
25.1155	542.48
25.1300	579.95
25.1444	545.86
25.1588	522.24
25.1733	566.24
25.1877	526.96
25.2022	511.98
25.2166	522.36
25.2310	529.86
25.2455	571.04
25.2599	547.56
25.2744	536.94
25.2888	513.09
25.3032	579.28
25.3177	571.27
25.3321	559.17
25.3466	577.50
25.3610	562.99
25.3754	520.85
25.3899	513.67
25.4043	526.85
25.4188	537.40
25.4332	538.62
25.4476	540.03
25.4621	582.36
25.4765	579.38
25.4910	539.60
25.5054	525.88
25.5198	510.06
25.5343	542.77
25.5487	545.44
25.5632	518.29
25.5776	561.78
25.5920	548.01
25.6065	509.87
25.6209	543.35
25.6354	486.72
25.6498	481.06
25.6642	511.35
25.6787	537.39
25.6931	497.66
25.7076	546.11
25.7220	553.02
25.7364	565.42
25.7509	537.78
25.7653	541.89
25.7798	612.66
25.7942	551.48
25.8086	591.97
25.8231	576.10
25.8375	543.17
25.8520	509.48
25.8664	518.41
25.8808	557.51
25.8953	553.23
25.9097	558.49
25.9242	505.27
25.9386	523.84
25.9530	526.21
25.9675	537.99
25.9819	515.42
25.9964	526.58
26.0108	531.29
26.0252	561.77
26.0397	535.10
26.0541	510.47
26.0686	526.73
26.0830	501.93
26.0974	528.86
26.1119	518.24
26.1263	535.85
26.1408	551.07
26.1552	535.21
26.1696	523.03
26.1841	541.24
26.1985	529.15
26.2130	555.34
26.2274	577.54
26.2418	578.78
26.2563	552.98
26.2707	527.84
26.2852	548.32
26.2996	529.03
26.3140	529.82
26.3285	524.62
26.3429	509.31
26.3574	509.34
26.3718	518.36
26.3862	529.04
26.4007	544.45
26.4151	541.44
26.4296	521.10
