2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	548.37
22.1264	493.89
22.1409	473.81
22.1553	514.89
22.1697	556.98
22.1842	622.30
22.1986	535.61
22.2131	536.74
22.2275	607.29
22.2419	553.99
22.2564	524.12
22.2708	571.67
22.2853	594.23
22.2997	582.84
22.3141	642.51
22.3286	578.17
22.3430	566.61
22.3575	527.21
22.3719	607.77
22.3863	643.96
22.4008	481.97
22.4152	590.08
22.4297	695.49
22.4441	686.66
22.4585	545.56
22.4730	616.44
22.4874	690.59
22.5019	568.62
22.5163	557.74
22.5307	599.75
22.5452	536.02
22.5596	543.11
22.5741	581.39
22.5885	531.80
22.6029	520.31
22.6174	525.44
22.6318	572.65
22.6463	607.14
22.6607	643.13
22.6751	645.84
22.6896	587.32
22.7040	611.45
22.7185	564.66
22.7329	646.88
22.7473	627.96
22.7618	578.85
22.7762	527.77
22.7907	536.17
22.8051	535.09
22.8195	581.06
22.8340	599.28
22.8484	552.09
22.8629	589.84
22.8773	645.16
22.8917	497.53
22.9062	536.27
22.9206	488.77
22.9351	553.44
22.9495	585.23
22.9639	555.08
22.9784	530.50
22.9928	547.50
23.0073	593.60
23.0217	616.75
23.0361	609.97
23.0506	582.02
23.0650	577.65
23.0795	508.31
23.0939	560.29
23.1083	561.21
23.1228	569.84
23.1372	581.87
23.1517	498.40
23.1661	534.54
23.1806	499.42
23.1950	534.47
23.2094	484.95
23.2239	572.44
23.2383	521.37
23.2528	509.18
23.2672	574.52
23.2816	563.13
23.2961	467.53
23.3105	622.98
23.3250	546.88
23.3394	574.96
23.3538	570.89
23.3683	538.44
23.3827	490.59
23.3972	493.20
23.4116	565.45
23.4260	620.84
23.4405	578.32
23.4549	458.28
23.4694	551.38
23.4838	512.86
23.4982	525.02
23.5127	519.56
23.5271	577.36
23.5416	577.77
23.5560	538.95
23.5704	513.85
23.5849	512.32
23.5993	549.00
23.6138	572.17
23.6282	534.57
23.6426	487.10
23.6571	577.77
23.6715	566.37
23.6860	503.62
23.7004	633.30
23.7148	594.49
23.7293	573.12
23.7437	508.87
23.7582	634.07
23.7726	618.56
23.7870	511.50
23.8015	539.62
23.8159	522.38
23.8304	600.43
23.8448	564.22
23.8592	550.61
23.8737	567.50
23.8881	503.40
23.9026	487.75
23.9170	519.52
23.9314	538.02
23.9459	602.86
23.9603	527.29
23.9748	569.87
23.9892	566.05
24.0036	537.80
24.0181	516.24
24.0325	606.40
24.0470	517.98
24.0614	581.15
24.0758	559.84
24.0903	631.21
24.1047	599.64
24.1192	567.02
24.1336	540.05
24.1480	575.90
24.1625	641.00
24.1769	580.71
24.1914	607.68
24.2058	589.27
24.2202	566.65
24.2347	634.28
24.2491	608.84
24.2636	580.91
24.2780	570.66
24.2924	574.99
24.3069	634.57
24.3213	554.36
24.3358	577.90
24.3502	550.73
24.3646	559.05
24.3791	562.83
24.3935	483.93
24.4080	516.24
24.4224	524.19
24.4368	608.83
24.4513	536.10
24.4657	554.30
24.4802	573.66
24.4946	568.07
24.5090	546.72
24.5235	575.58
24.5379	564.60
24.5524	536.36
24.5668	571.91
24.5812	573.38
24.5957	592.01
24.6101	570.40
24.6246	543.81
24.6390	487.28
24.6534	538.12
24.6679	567.19
24.6823	615.16
24.6968	569.56
24.7112	535.28
24.7256	541.08
24.7401	478.64
24.7545	534.72
24.7690	573.16
24.7834	526.71
24.7978	486.84
24.8123	469.06
24.8267	480.96
24.8412	536.13
24.8556	568.74
24.8700	582.94
24.8845	565.81
24.8989	529.65
24.9134	605.70
24.9278	521.50
24.9422	490.41
24.9567	485.42
24.9711	571.17
24.9856	531.23
25.0000	565.13
25.0144	555.94
25.0289	508.95
25.0433	507.54
25.0578	530.62
25.0722	554.14
25.0866	557.89
25.1011	569.37
25.1155	524.03
25.1300	512.97
25.1444	540.50
25.1588	556.69
25.1733	533.31
25.1877	573.99
25.2022	518.01
25.2166	550.43
25.2310	576.40
25.2455	566.52
25.2599	555.69
25.2744	534.50
25.2888	506.90
25.3032	527.50
25.3177	549.95
25.3321	521.93
25.3466	557.04
25.3610	574.02
25.3754	570.72
25.3899	541.50
25.4043	545.82
25.4188	541.52
25.4332	568.75
25.4476	539.84
25.4621	534.24
25.4765	547.09
25.4910	586.40
25.5054	520.65
25.5198	521.20
25.5343	537.00
25.5487	553.86
25.5632	525.18
25.5776	544.21
25.5920	562.52
25.6065	587.14
25.6209	537.94
25.6354	551.81
25.6498	526.95
25.6642	560.91
25.6787	538.75
25.6931	548.94
25.7076	552.80
25.7220	519.02
25.7364	554.86
25.7509	580.11
25.7653	549.24
25.7798	534.20
25.7942	523.45
25.8086	537.18
25.8231	545.32
25.8375	520.14
25.8520	522.52
25.8664	537.30
25.8808	517.80
25.8953	507.12
25.9097	535.09
25.9242	547.83
25.9386	526.40
25.9530	556.88
25.9675	491.85
25.9819	491.53
25.9964	541.74
26.0108	546.91
26.0252	537.01
26.0397	530.02
26.0541	523.90
26.0686	519.80
26.0830	511.61
26.0974	536.18
26.1119	539.77
26.1263	571.39
26.1408	526.07
26.1552	511.13
26.1696	499.74
26.1841	491.51
26.1985	513.01
26.2130	528.68
26.2274	551.50
26.2418	552.30
26.2563	530.68
26.2707	545.40
26.2852	570.75
26.2996	511.43
26.3140	517.45
26.3285	548.06
26.3429	518.73
26.3574	535.55
26.3718	550.06
26.3862	548.69
26.4007	504.59
26.4151	526.27
26.4296	527.22
