2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	603.33
22.1264	617.85
22.1409	507.72
22.1553	491.34
22.1697	606.54
22.1842	605.75
22.1986	610.00
22.2131	558.99
22.2275	566.28
22.2419	619.57
22.2564	613.81
22.2708	604.99
22.2853	596.96
22.2997	634.20
22.3141	686.24
22.3286	622.58
22.3430	580.51
22.3575	589.95
22.3719	499.59
22.3863	521.40
22.4008	503.40
22.4152	545.61
22.4297	633.75
22.4441	619.57
22.4585	626.08
22.4730	638.76
22.4874	566.34
22.5019	517.51
22.5163	591.53
22.5307	586.02
22.5452	487.31
22.5596	510.46
22.5741	600.27
22.5885	606.50
22.6029	526.67
22.6174	541.51
22.6318	502.78
22.6463	533.07
22.6607	658.53
22.6751	569.34
22.6896	599.30
22.7040	644.01
22.7185	530.58
22.7329	519.96
22.7473	493.66
22.7618	549.47
22.7762	572.14
22.7907	578.32
22.8051	621.10
22.8195	600.59
22.8340	536.20
22.8484	539.36
22.8629	569.17
22.8773	497.32
22.8917	461.60
22.9062	521.89
22.9206	488.81
22.9351	511.79
22.9495	524.82
22.9639	499.07
22.9784	479.85
22.9928	532.14
23.0073	535.52
23.0217	605.91
23.0361	541.98
23.0506	568.50
23.0650	614.91
23.0795	546.08
23.0939	556.76
23.1083	521.05
23.1228	569.62
23.1372	666.21
23.1517	539.70
23.1661	603.15
23.1806	522.53
23.1950	509.57
23.2094	563.51
23.2239	481.48
23.2383	600.06
23.2528	576.20
23.2672	466.36
23.2816	538.52
23.2961	497.43
23.3105	563.32
23.3250	553.88
23.3394	579.64
23.3538	566.96
23.3683	509.55
23.3827	578.22
23.3972	545.95
23.4116	477.69
23.4260	512.61
23.4405	577.16
23.4549	556.73
23.4694	526.27
23.4838	618.87
23.4982	553.75
23.5127	613.40
23.5271	555.74
23.5416	542.25
23.5560	563.35
23.5704	493.88
23.5849	612.54
23.5993	573.31
23.6138	546.89
23.6282	531.20
23.6426	607.18
23.6571	585.19
23.6715	542.84
23.6860	545.24
23.7004	544.09
23.7148	571.45
23.7293	566.52
23.7437	530.10
23.7582	569.81
23.7726	573.80
23.7870	595.34
23.8015	512.01
23.8159	572.05
23.8304	603.27
23.8448	546.73
23.8592	517.10
23.8737	590.11
23.8881	467.37
23.9026	559.37
23.9170	592.38
23.9314	496.63
23.9459	536.13
23.9603	588.26
23.9748	565.93
23.9892	535.20
24.0036	597.29
24.0181	552.16
24.0325	527.06
24.0470	577.20
24.0614	597.33
24.0758	527.34
24.0903	598.04
24.1047	497.49
24.1192	599.17
24.1336	594.13
24.1480	552.13
24.1625	605.96
24.1769	544.20
24.1914	550.71
24.2058	591.30
24.2202	541.87
24.2347	615.73
24.2491	552.78
24.2636	559.57
24.2780	589.89
24.2924	530.57
24.3069	551.39
24.3213	570.43
24.3358	588.92
24.3502	547.96
24.3646	532.69
24.3791	555.52
24.3935	527.36
24.4080	516.15
24.4224	588.73
24.4368	569.16
24.4513	575.47
24.4657	546.77
24.4802	544.58
24.4946	512.83
24.5090	578.95
24.5235	547.13
24.5379	553.24
24.5524	585.52
24.5668	549.30
24.5812	559.66
24.5957	550.98
24.6101	583.52
24.6246	600.87
24.6390	490.86
24.6534	563.21
24.6679	563.94
24.6823	534.02
24.6968	570.05
24.7112	554.29
24.7256	515.20
24.7401	529.84
24.7545	519.73
24.7690	540.40
24.7834	537.78
24.7978	575.00
24.8123	592.19
24.8267	538.48
24.8412	538.80
24.8556	509.32
24.8700	537.46
24.8845	511.58
24.8989	518.53
24.9134	568.27
24.9278	547.65
24.9422	542.82
24.9567	533.82
24.9711	489.77
24.9856	530.70
25.0000	553.94
25.0144	551.69
25.0289	597.79
25.0433	548.15
25.0578	506.66
25.0722	512.88
25.0866	561.36
25.1011	550.59
25.1155	550.49
25.1300	561.08
25.1444	501.73
25.1588	520.33
25.1733	523.08
25.1877	516.49
25.2022	479.21
25.2166	520.26
25.2310	546.34
25.2455	507.02
25.2599	517.76
25.2744	501.41
25.2888	536.56
25.3032	524.25
25.3177	512.74
25.3321	553.71
25.3466	516.64
25.3610	527.62
25.3754	505.41
25.3899	500.91
25.4043	514.15
25.4188	533.82
25.4332	535.39
25.4476	479.03
25.4621	531.08
25.4765	584.74
25.4910	574.14
25.5054	530.17
25.5198	527.89
25.5343	511.89
25.5487	552.66
25.5632	512.60
25.5776	529.57
25.5920	535.55
25.6065	543.44
25.6209	542.62
25.6354	517.04
25.6498	537.75
25.6642	565.11
25.6787	575.91
25.6931	574.47
25.7076	543.95
25.7220	485.40
25.7364	539.24
25.7509	511.80
25.7653	517.23
25.7798	536.49
25.7942	515.92
25.8086	503.84
25.8231	505.80
25.8375	534.37
25.8520	544.08
25.8664	546.80
25.8808	511.63
25.8953	566.58
25.9097	557.40
25.9242	564.98
25.9386	548.70
25.9530	519.84
25.9675	532.24
25.9819	510.61
25.9964	538.69
26.0108	501.81
26.0252	525.63
26.0397	563.69
26.0541	533.94
26.0686	481.10
26.0830	503.05
26.0974	531.12
26.1119	539.88
26.1263	534.75
26.1408	478.09
26.1552	527.98
26.1696	508.15
26.1841	539.18
26.1985	523.13
26.2130	525.33
26.2274	542.05
26.2418	537.76
26.2563	510.52
26.2707	520.77
26.2852	533.23
26.2996	541.61
26.3140	531.43
26.3285	516.86
26.3429	514.63
26.3574	516.86
26.3718	512.72
26.3862	537.56
26.4007	498.72
26.4151	493.77
26.4296	517.74
