2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	561.06
22.1264	538.08
22.1409	590.23
22.1553	514.80
22.1697	582.01
22.1842	567.81
22.1986	560.53
22.2131	575.09
22.2275	609.20
22.2419	521.41
22.2564	514.15
22.2708	592.04
22.2853	644.74
22.2997	534.95
22.3141	655.21
22.3286	602.99
22.3430	521.46
22.3575	554.37
22.3719	522.94
22.3863	527.60
22.4008	577.38
22.4152	593.54
22.4297	705.83
22.4441	695.48
22.4585	646.43
22.4730	556.31
22.4874	582.69
22.5019	656.41
22.5163	625.32
22.5307	613.48
22.5452	599.96
22.5596	613.49
22.5741	592.35
22.5885	596.90
22.6029	592.94
22.6174	567.51
22.6318	617.79
22.6463	607.41
22.6607	634.82
22.6751	584.84
22.6896	559.10
22.7040	552.32
22.7185	554.43
22.7329	544.57
22.7473	620.54
22.7618	585.63
22.7762	631.13
22.7907	631.27
22.8051	614.72
22.8195	548.13
22.8340	579.01
22.8484	520.65
22.8629	531.65
22.8773	479.05
22.8917	615.39
22.9062	619.65
22.9206	537.68
22.9351	573.59
22.9495	586.77
22.9639	554.69
22.9784	612.52
22.9928	572.88
23.0073	489.94
23.0217	540.26
23.0361	543.11
23.0506	458.06
23.0650	528.15
23.0795	598.10
23.0939	570.76
23.1083	548.72
23.1228	551.94
23.1372	533.21
23.1517	548.34
23.1661	522.52
23.1806	661.64
23.1950	531.56
23.2094	559.73
23.2239	514.35
23.2383	616.55
23.2528	493.73
23.2672	519.14
23.2816	546.52
23.2961	573.65
23.3105	563.35
23.3250	533.75
23.3394	612.47
23.3538	584.74
23.3683	586.04
23.3827	527.83
23.3972	484.25
23.4116	564.75
23.4260	555.81
23.4405	506.27
23.4549	655.77
23.4694	626.50
23.4838	637.72
23.4982	567.49
23.5127	518.60
23.5271	554.29
23.5416	515.20
23.5560	588.55
23.5704	532.86
23.5849	597.58
23.5993	597.41
23.6138	580.08
23.6282	495.18
23.6426	558.59
23.6571	570.41
23.6715	488.82
23.6860	514.25
23.7004	511.88
23.7148	552.57
23.7293	579.38
23.7437	586.45
23.7582	618.14
23.7726	606.41
23.7870	545.26
23.8015	520.90
23.8159	537.81
23.8304	605.33
23.8448	495.03
23.8592	595.21
23.8737	584.76
23.8881	537.73
23.9026	520.30
23.9170	530.64
23.9314	536.36
23.9459	583.77
23.9603	507.97
23.9748	486.88
23.9892	549.77
24.0036	550.32
24.0181	581.69
24.0325	628.09
24.0470	614.55
24.0614	657.32
24.0758	576.27
24.0903	570.40
24.1047	569.84
24.1192	602.49
24.1336	583.27
24.1480	557.94
24.1625	621.46
24.1769	565.94
24.1914	536.26
24.2058	617.95
24.2202	546.63
24.2347	558.04
24.2491	588.65
24.2636	519.14
24.2780	617.35
24.2924	561.47
24.3069	657.77
24.3213	584.59
24.3358	603.64
24.3502	568.43
24.3646	593.36
24.3791	529.07
24.3935	557.90
24.4080	509.20
24.4224	581.74
24.4368	578.10
24.4513	568.58
24.4657	597.75
24.4802	493.43
24.4946	569.87
24.5090	568.58
24.5235	558.41
24.5379	593.10
24.5524	589.20
24.5668	521.07
24.5812	543.18
24.5957	593.07
24.6101	571.05
24.6246	510.18
24.6390	493.59
24.6534	567.39
24.6679	572.52
24.6823	515.62
24.6968	515.52
24.7112	528.77
24.7256	577.75
24.7401	581.14
24.7545	569.78
24.7690	594.47
24.7834	587.02
24.7978	575.02
24.8123	615.83
24.8267	582.54
24.8412	579.98
24.8556	571.79
24.8700	560.16
24.8845	539.68
24.8989	551.78
24.9134	575.88
24.9278	527.30
24.9422	558.39
24.9567	494.06
24.9711	530.72
24.9856	539.76
25.0000	564.03
25.0144	546.79
25.0289	541.59
25.0433	550.64
25.0578	514.73
25.0722	530.79
25.0866	562.13
25.1011	541.23
25.1155	533.46
25.1300	569.40
25.1444	528.63
25.1588	538.13
25.1733	572.80
25.1877	569.26
25.2022	561.44
25.2166	533.95
25.2310	560.42
25.2455	552.04
25.2599	547.63
25.2744	588.88
25.2888	592.32
25.3032	550.93
25.3177	597.00
25.3321	577.09
25.3466	593.61
25.3610	541.68
25.3754	533.57
25.3899	575.04
25.4043	578.08
25.4188	572.12
25.4332	560.74
25.4476	555.87
25.4621	544.50
25.4765	545.76
25.4910	526.01
25.5054	513.20
25.5198	514.15
25.5343	526.91
25.5487	547.46
25.5632	516.43
25.5776	535.80
25.5920	553.09
25.6065	581.56
25.6209	529.42
25.6354	537.89
25.6498	561.41
25.6642	523.79
25.6787	536.97
25.6931	522.16
25.7076	538.79
25.7220	550.24
25.7364	554.26
25.7509	531.73
25.7653	520.29
25.7798	559.14
25.7942	540.75
25.8086	555.57
25.8231	551.08
25.8375	527.96
25.8520	570.90
25.8664	532.21
25.8808	527.07
25.8953	557.35
25.9097	531.09
25.9242	506.97
25.9386	565.97
25.9530	512.60
25.9675	510.50
25.9819	504.59
25.9964	500.90
26.0108	543.25
26.0252	567.04
26.0397	525.22
26.0541	536.57
26.0686	536.96
26.0830	533.77
26.0974	563.95
26.1119	562.84
26.1263	572.28
26.1408	554.09
26.1552	541.48
26.1696	533.36
26.1841	538.33
26.1985	531.96
26.2130	494.26
26.2274	516.27
26.2418	520.51
26.2563	514.43
26.2707	579.59
26.2852	549.12
26.2996	554.16
26.3140	571.92
26.3285	562.23
26.3429	531.59
26.3574	524.35
26.3718	529.14
26.3862	537.10
26.4007	501.37
26.4151	518.87
26.4296	524.33
