2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	597.09
22.1264	552.43
22.1409	575.44
22.1553	592.35
22.1697	601.52
22.1842	602.36
22.1986	560.88
22.2131	598.87
22.2275	542.90
22.2419	596.52
22.2564	458.15
22.2708	504.68
22.2853	640.93
22.2997	536.83
22.3141	570.36
22.3286	483.60
22.3430	613.01
22.3575	570.48
22.3719	565.53
22.3863	581.98
22.4008	561.66
22.4152	560.55
22.4297	600.00
22.4441	585.44
22.4585	662.89
22.4730	654.86
22.4874	618.04
22.5019	603.48
22.5163	614.08
22.5307	685.54
22.5452	637.83
22.5596	578.62
22.5741	631.19
22.5885	519.48
22.6029	621.10
22.6174	593.88
22.6318	523.62
22.6463	536.07
22.6607	503.78
22.6751	478.59
22.6896	560.60
22.7040	564.05
22.7185	620.47
22.7329	666.51
22.7473	600.51
22.7618	528.23
22.7762	476.79
22.7907	570.67
22.8051	550.49
22.8195	540.81
22.8340	579.48
22.8484	609.82
22.8629	678.78
22.8773	720.24
22.8917	661.25
22.9062	563.59
22.9206	506.15
22.9351	464.21
22.9495	549.18
22.9639	555.00
22.9784	554.81
22.9928	576.62
23.0073	579.01
23.0217	608.70
23.0361	560.43
23.0506	583.82
23.0650	559.92
23.0795	532.43
23.0939	588.53
23.1083	547.11
23.1228	621.92
23.1372	541.73
23.1517	501.74
23.1661	541.11
23.1806	538.70
23.1950	538.06
23.2094	563.83
23.2239	565.20
23.2383	555.86
23.2528	554.76
23.2672	527.81
23.2816	557.96
23.2961	504.22
23.3105	545.17
23.3250	519.92
23.3394	604.17
23.3538	572.59
23.3683	584.40
23.3827	576.36
23.3972	526.39
23.4116	494.49
23.4260	516.72
23.4405	502.86
23.4549	566.16
23.4694	520.18
23.4838	601.68
23.4982	548.59
23.5127	536.90
23.5271	535.46
23.5416	586.75
23.5560	620.74
23.5704	552.36
23.5849	572.00
23.5993	581.11
23.6138	561.42
23.6282	517.90
23.6426	553.78
23.6571	580.33
23.6715	564.10
23.6860	516.36
23.7004	566.38
23.7148	546.84
23.7293	559.91
23.7437	541.78
23.7582	563.31
23.7726	583.23
23.7870	581.53
23.8015	518.93
23.8159	497.33
23.8304	483.87
23.8448	533.28
23.8592	602.24
23.8737	598.47
23.8881	501.86
23.9026	587.35
23.9170	529.83
23.9314	569.28
23.9459	522.07
23.9603	523.21
23.9748	544.70
23.9892	559.11
24.0036	586.72
24.0181	578.07
24.0325	538.10
24.0470	519.55
24.0614	556.71
24.0758	513.37
24.0903	576.66
24.1047	556.34
24.1192	577.65
24.1336	568.77
24.1480	577.02
24.1625	617.58
24.1769	566.49
24.1914	516.47
24.2058	568.43
24.2202	559.53
24.2347	554.44
24.2491	608.97
24.2636	570.34
24.2780	565.45
24.2924	585.27
24.3069	595.48
24.3213	557.09
24.3358	584.71
24.3502	581.90
24.3646	579.33
24.3791	515.53
24.3935	552.25
24.4080	541.73
24.4224	567.40
24.4368	570.24
24.4513	524.44
24.4657	526.74
24.4802	535.46
24.4946	555.64
24.5090	558.56
24.5235	504.68
24.5379	595.13
24.5524	556.72
24.5668	519.19
24.5812	596.17
24.5957	540.48
24.6101	560.24
24.6246	478.19
24.6390	538.71
24.6534	553.72
24.6679	558.10
24.6823	526.20
24.6968	523.80
24.7112	541.54
24.7256	567.15
24.7401	522.52
24.7545	510.19
24.7690	508.79
24.7834	532.79
24.7978	574.81
24.8123	538.34
24.8267	540.62
24.8412	574.18
24.8556	547.07
24.8700	496.89
24.8845	482.42
24.8989	562.49
24.9134	536.61
24.9278	560.36
24.9422	528.25
24.9567	577.70
24.9711	516.33
24.9856	537.16
25.0000	513.10
25.0144	568.42
25.0289	543.42
25.0433	504.83
25.0578	536.18
25.0722	561.32
25.0866	583.37
25.1011	518.84
25.1155	550.98
25.1300	587.83
25.1444	570.85
25.1588	546.92
25.1733	535.29
25.1877	512.58
25.2022	507.61
25.2166	615.63
25.2310	551.97
25.2455	545.61
25.2599	487.69
25.2744	536.11
25.2888	583.49
25.3032	532.01
25.3177	511.61
25.3321	538.69
25.3466	572.94
25.3610	529.33
25.3754	558.37
25.3899	517.25
25.4043	522.33
25.4188	557.81
25.4332	542.23
25.4476	537.26
25.4621	538.91
25.4765	555.97
25.4910	554.76
25.5054	553.31
25.5198	497.61
25.5343	560.05
25.5487	576.54
25.5632	560.33
25.5776	545.21
25.5920	551.95
25.6065	563.68
25.6209	534.92
25.6354	540.54
25.6498	515.42
25.6642	538.00
25.6787	484.45
25.6931	499.94
25.7076	550.81
25.7220	582.40
25.7364	494.71
25.7509	486.64
25.7653	505.02
25.7798	554.44
25.7942	582.47
25.8086	570.84
25.8231	534.90
25.8375	535.47
25.8520	533.65
25.8664	593.90
25.8808	598.90
25.8953	528.31
25.9097	488.50
25.9242	527.61
25.9386	567.66
25.9530	529.48
25.9675	498.92
25.9819	514.39
25.9964	534.21
26.0108	525.62
26.0252	527.38
26.0397	527.87
26.0541	519.44
26.0686	553.84
26.0830	549.52
26.0974	518.13
26.1119	548.41
26.1263	546.30
26.1408	522.96
26.1552	514.82
26.1696	526.39
26.1841	537.89
26.1985	530.89
26.2130	499.84
26.2274	514.96
26.2418	552.20
26.2563	529.94
26.2707	495.31
26.2852	486.06
26.2996	528.62
26.3140	521.51
26.3285	510.15
26.3429	505.21
26.3574	530.18
26.3718	537.89
26.3862	509.27
26.4007	502.18
26.4151	516.77
26.4296	533.86
