2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	609.10
22.1264	527.07
22.1409	543.40
22.1553	482.27
22.1697	517.95
22.1842	551.67
22.1986	590.44
22.2131	572.41
22.2275	590.05
22.2419	595.39
22.2564	565.16
22.2708	635.68
22.2853	608.75
22.2997	525.67
22.3141	586.66
22.3286	626.79
22.3430	608.18
22.3575	695.01
22.3719	582.73
22.3863	559.03
22.4008	586.56
22.4152	555.58
22.4297	641.03
22.4441	617.27
22.4585	578.16
22.4730	583.53
22.4874	590.39
22.5019	624.96
22.5163	597.74
22.5307	567.12
22.5452	565.64
22.5596	633.64
22.5741	563.37
22.5885	626.85
22.6029	635.94
22.6174	617.51
22.6318	535.33
22.6463	639.31
22.6607	585.54
22.6751	516.08
22.6896	547.78
22.7040	630.42
22.7185	564.65
22.7329	564.59
22.7473	636.50
22.7618	592.17
22.7762	586.91
22.7907	613.73
22.8051	570.31
22.8195	504.62
22.8340	535.39
22.8484	594.66
22.8629	489.06
22.8773	565.08
22.8917	585.15
22.9062	580.84
22.9206	555.05
22.9351	498.75
22.9495	566.44
22.9639	604.87
22.9784	667.61
22.9928	551.29
23.0073	503.53
23.0217	600.65
23.0361	488.64
23.0506	524.09
23.0650	567.05
23.0795	542.56
23.0939	581.98
23.1083	498.98
23.1228	564.84
23.1372	503.59
23.1517	568.27
23.1661	564.08
23.1806	614.13
23.1950	574.88
23.2094	599.54
23.2239	522.03
23.2383	622.83
23.2528	601.73
23.2672	475.98
23.2816	537.50
23.2961	529.70
23.3105	591.29
23.3250	554.74
23.3394	612.94
23.3538	599.51
23.3683	584.98
23.3827	579.53
23.3972	538.89
23.4116	582.56
23.4260	606.45
23.4405	505.79
23.4549	545.43
23.4694	613.46
23.4838	584.69
23.4982	582.78
23.5127	530.98
23.5271	562.59
23.5416	583.34
23.5560	598.84
23.5704	505.07
23.5849	551.46
23.5993	628.39
23.6138	557.32
23.6282	505.65
23.6426	556.64
23.6571	548.45
23.6715	492.30
23.6860	495.91
23.7004	591.55
23.7148	534.97
23.7293	544.78
23.7437	485.07
23.7582	496.25
23.7726	531.88
23.7870	516.45
23.8015	584.62
23.8159	570.70
23.8304	532.10
23.8448	537.03
23.8592	576.48
23.8737	578.82
23.8881	563.69
23.9026	673.19
23.9170	568.62
23.9314	538.57
23.9459	514.08
23.9603	465.70
23.9748	629.47
23.9892	549.31
24.0036	492.16
24.0181	498.34
24.0325	551.72
24.0470	581.47
24.0614	585.42
24.0758	552.68
24.0903	532.52
24.1047	502.02
24.1192	568.55
24.1336	571.98
24.1480	568.69
24.1625	547.27
24.1769	605.80
24.1914	564.65
24.2058	530.95
24.2202	623.53
24.2347	582.02
24.2491	601.03
24.2636	542.75
24.2780	626.90
24.2924	595.98
24.3069	604.28
24.3213	532.70
24.3358	588.00
24.3502	555.47
24.3646	537.26
24.3791	500.16
24.3935	569.04
24.4080	522.59
24.4224	568.66
24.4368	539.37
24.4513	555.49
24.4657	569.04
24.4802	579.18
24.4946	484.29
24.5090	510.73
24.5235	549.35
24.5379	581.78
24.5524	598.45
24.5668	559.48
24.5812	559.32
24.5957	574.17
24.6101	562.63
24.6246	579.63
24.6390	528.62
24.6534	546.78
24.6679	555.09
24.6823	499.02
24.6968	563.23
24.7112	591.60
24.7256	562.56
24.7401	515.67
24.7545	570.29
24.7690	557.16
24.7834	565.85
24.7978	533.36
24.8123	560.04
24.8267	548.84
24.8412	496.75
24.8556	580.49
24.8700	662.22
24.8845	548.84
24.8989	531.80
24.9134	561.02
24.9278	498.63
24.9422	517.19
24.9567	538.04
24.9711	561.25
24.9856	578.10
25.0000	596.58
25.0144	505.30
25.0289	596.55
25.0433	547.25
25.0578	560.89
25.0722	573.37
25.0866	545.98
25.1011	507.02
25.1155	602.96
25.1300	580.60
25.1444	560.53
25.1588	552.16
25.1733	532.37
25.1877	554.25
25.2022	537.63
25.2166	532.61
25.2310	554.93
25.2455	568.38
25.2599	517.27
25.2744	551.92
25.2888	570.18
25.3032	553.01
25.3177	526.72
25.3321	542.47
25.3466	488.50
25.3610	542.50
25.3754	554.00
25.3899	530.39
25.4043	521.20
25.4188	545.04
25.4332	535.77
25.4476	489.95
25.4621	521.53
25.4765	528.17
25.4910	518.87
25.5054	558.80
25.5198	504.38
25.5343	534.51
25.5487	519.14
25.5632	528.31
25.5776	535.80
25.5920	589.76
25.6065	590.59
25.6209	549.98
25.6354	557.01
25.6498	513.58
25.6642	501.00
25.6787	516.03
25.6931	538.01
25.7076	562.60
25.7220	581.24
25.7364	526.64
25.7509	574.53
25.7653	558.15
25.7798	547.36
25.7942	556.67
25.8086	535.71
25.8231	537.13
25.8375	569.58
25.8520	556.50
25.8664	539.40
25.8808	547.64
25.8953	521.68
25.9097	518.87
25.9242	540.12
25.9386	589.37
25.9530	542.93
25.9675	571.93
25.9819	527.09
25.9964	513.14
26.0108	549.99
26.0252	524.94
26.0397	519.88
26.0541	533.81
26.0686	526.22
26.0830	488.56
26.0974	544.78
26.1119	575.21
26.1263	566.86
26.1408	554.71
26.1552	527.98
26.1696	517.54
26.1841	527.64
26.1985	541.41
26.2130	549.23
26.2274	535.19
26.2418	545.23
26.2563	543.25
26.2707	553.46
26.2852	530.82
26.2996	523.19
26.3140	525.17
26.3285	515.71
26.3429	532.28
26.3574	574.14
26.3718	509.68
26.3862	479.63
26.4007	526.77
26.4151	551.72
26.4296	549.14
