2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	567.82
22.1264	537.69
22.1409	468.88
22.1553	488.02
22.1697	535.93
22.1842	586.59
22.1986	578.93
22.2131	554.77
22.2275	570.89
22.2419	629.14
22.2564	586.95
22.2708	539.05
22.2853	559.43
22.2997	614.55
22.3141	579.31
22.3286	562.79
22.3430	522.93
22.3575	532.22
22.3719	591.55
22.3863	531.72
22.4008	493.87
22.4152	558.96
22.4297	515.30
22.4441	609.98
22.4585	597.73
22.4730	543.61
22.4874	627.59
22.5019	635.37
22.5163	583.44
22.5307	621.58
22.5452	561.38
22.5596	530.94
22.5741	577.91
22.5885	625.59
22.6029	603.27
22.6174	698.62
22.6318	603.56
22.6463	597.14
22.6607	622.34
22.6751	576.58
22.6896	507.04
22.7040	590.04
22.7185	613.21
22.7329	539.99
22.7473	497.74
22.7618	539.62
22.7762	602.84
22.7907	617.45
22.8051	561.53
22.8195	634.77
22.8340	516.03
22.8484	548.47
22.8629	663.80
22.8773	511.68
22.8917	478.89
22.9062	554.96
22.9206	503.07
22.9351	625.46
22.9495	573.96
22.9639	521.37
22.9784	604.45
22.9928	508.78
23.0073	537.64
23.0217	543.55
23.0361	539.01
23.0506	542.39
23.0650	543.55
23.0795	616.64
23.0939	541.39
23.1083	568.36
23.1228	560.01
23.1372	600.15
23.1517	583.63
23.1661	524.03
23.1806	509.76
23.1950	575.82
23.2094	585.04
23.2239	568.86
23.2383	489.51
23.2528	618.72
23.2672	524.38
23.2816	538.00
23.2961	526.17
23.3105	605.58
23.3250	505.41
23.3394	550.92
23.3538	566.06
23.3683	541.78
23.3827	540.88
23.3972	513.78
23.4116	527.60
23.4260	542.61
23.4405	553.21
23.4549	523.32
23.4694	554.15
23.4838	589.84
23.4982	521.38
23.5127	566.71
23.5271	584.62
23.5416	531.81
23.5560	551.03
23.5704	552.60
23.5849	572.36
23.5993	632.02
23.6138	549.44
23.6282	564.61
23.6426	523.38
23.6571	552.44
23.6715	524.55
23.6860	583.08
23.7004	510.80
23.7148	515.86
23.7293	560.36
23.7437	534.04
23.7582	540.00
23.7726	529.22
23.7870	557.23
23.8015	533.52
23.8159	571.61
23.8304	539.24
23.8448	503.74
23.8592	600.84
23.8737	576.26
23.8881	499.89
23.9026	612.23
23.9170	505.09
23.9314	559.55
23.9459	523.79
23.9603	565.76
23.9748	515.24
23.9892	599.82
24.0036	525.70
24.0181	591.98
24.0325	613.54
24.0470	623.47
24.0614	570.51
24.0758	550.76
24.0903	554.54
24.1047	557.68
24.1192	579.32
24.1336	543.94
24.1480	563.37
24.1625	602.82
24.1769	545.87
24.1914	523.98
24.2058	566.03
24.2202	589.65
24.2347	599.32
24.2491	612.27
24.2636	565.67
24.2780	542.50
24.2924	503.43
24.3069	537.54
24.3213	558.41
24.3358	599.11
24.3502	560.20
24.3646	545.38
24.3791	542.98
24.3935	550.53
24.4080	533.41
24.4224	549.76
24.4368	509.67
24.4513	505.98
24.4657	499.02
24.4802	550.96
24.4946	587.68
24.5090	525.41
24.5235	550.22
24.5379	590.43
24.5524	560.52
24.5668	533.92
24.5812	576.18
24.5957	537.25
24.6101	525.38
24.6246	541.90
24.6390	565.80
24.6534	555.62
24.6679	508.20
24.6823	514.55
24.6968	501.86
24.7112	554.36
24.7256	546.94
24.7401	548.56
24.7545	519.10
24.7690	585.26
24.7834	556.78
24.7978	498.71
24.8123	538.77
24.8267	530.09
24.8412	561.80
24.8556	537.79
24.8700	514.35
24.8845	578.19
24.8989	610.87
24.9134	534.01
24.9278	523.01
24.9422	502.03
24.9567	546.13
24.9711	541.81
24.9856	497.25
25.0000	556.00
25.0144	581.82
25.0289	585.44
25.0433	530.98
25.0578	484.59
25.0722	543.70
25.0866	558.76
25.1011	549.98
25.1155	546.35
25.1300	523.09
25.1444	549.38
25.1588	545.45
25.1733	511.93
25.1877	537.17
25.2022	494.87
25.2166	530.47
25.2310	518.22
25.2455	567.17
25.2599	583.34
25.2744	588.31
25.2888	580.92
25.3032	544.13
25.3177	519.16
25.3321	538.27
25.3466	545.19
25.3610	542.01
25.3754	555.22
25.3899	540.85
25.4043	535.67
25.4188	584.65
25.4332	546.22
25.4476	509.61
25.4621	562.35
25.4765	546.67
25.4910	520.49
25.5054	522.08
25.5198	527.34
25.5343	484.88
25.5487	498.79
25.5632	504.66
25.5776	566.88
25.5920	556.64
25.6065	556.73
25.6209	547.90
25.6354	525.41
25.6498	541.46
25.6642	546.98
25.6787	510.46
25.6931	545.52
25.7076	549.79
25.7220	544.18
25.7364	519.53
25.7509	496.83
25.7653	520.99
25.7798	550.71
25.7942	551.10
25.8086	550.23
25.8231	557.66
25.8375	551.11
25.8520	537.42
25.8664	534.73
25.8808	557.25
25.8953	589.56
25.9097	547.30
25.9242	559.62
25.9386	551.77
25.9530	529.84
25.9675	507.70
25.9819	514.90
25.9964	531.42
26.0108	525.22
26.0252	514.69
26.0397	551.75
26.0541	544.10
26.0686	505.23
26.0830	518.21
26.0974	528.79
26.1119	545.16
26.1263	531.61
26.1408	510.41
26.1552	518.04
26.1696	556.95
26.1841	516.76
26.1985	506.63
26.2130	548.92
26.2274	525.50
26.2418	543.09
26.2563	538.51
26.2707	542.61
26.2852	536.86
26.2996	541.23
26.3140	501.58
26.3285	532.19
26.3429	536.03
26.3574	548.78
26.3718	559.23
26.3862	563.18
26.4007	525.25
26.4151	520.26
26.4296	526.63
