2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	565.79
22.1264	588.61
22.1409	553.97
22.1553	558.29
22.1697	527.12
22.1842	603.02
22.1986	651.44
22.2131	553.62
22.2275	596.55
22.2419	564.39
22.2564	635.25
22.2708	558.98
22.2853	561.71
22.2997	639.21
22.3141	711.52
22.3286	644.10
22.3430	614.89
22.3575	567.12
22.3719	623.33
22.3863	542.52
22.4008	565.13
22.4152	584.70
22.4297	648.33
22.4441	670.56
22.4585	601.52
22.4730	665.61
22.4874	624.10
22.5019	659.18
22.5163	579.21
22.5307	617.00
22.5452	565.46
22.5596	613.98
22.5741	658.21
22.5885	564.79
22.6029	550.57
22.6174	556.92
22.6318	582.07
22.6463	607.01
22.6607	637.92
22.6751	452.58
22.6896	541.07
22.7040	591.53
22.7185	623.44
22.7329	564.48
22.7473	504.22
22.7618	473.23
22.7762	516.73
22.7907	582.32
22.8051	564.56
22.8195	517.91
22.8340	570.80
22.8484	573.64
22.8629	585.31
22.8773	621.02
22.8917	575.05
22.9062	508.95
22.9206	447.03
22.9351	576.33
22.9495	638.64
22.9639	540.74
22.9784	523.03
22.9928	559.61
23.0073	523.05
23.0217	560.63
23.0361	544.31
23.0506	458.90
23.0650	485.34
23.0795	609.52
23.0939	536.72
23.1083	582.97
23.1228	555.64
23.1372	557.72
23.1517	546.17
23.1661	507.41
23.1806	595.11
23.1950	526.82
23.2094	532.20
23.2239	584.24
23.2383	543.43
23.2528	606.95
23.2672	557.16
23.2816	561.99
23.2961	629.43
23.3105	614.79
23.3250	536.72
23.3394	579.24
23.3538	581.60
23.3683	584.14
23.3827	542.45
23.3972	520.87
23.4116	619.85
23.4260	612.08
23.4405	592.95
23.4549	631.44
23.4694	535.02
23.4838	501.99
23.4982	542.38
23.5127	529.30
23.5271	502.60
23.5416	596.36
23.5560	565.91
23.5704	572.31
23.5849	538.61
23.5993	535.48
23.6138	557.70
23.6282	492.65
23.6426	531.31
23.6571	622.40
23.6715	561.78
23.6860	550.46
23.7004	558.99
23.7148	546.91
23.7293	545.22
23.7437	526.32
23.7582	548.41
23.7726	554.43
23.7870	462.26
23.8015	531.04
23.8159	551.83
23.8304	595.72
23.8448	555.27
23.8592	577.66
23.8737	597.12
23.8881	574.28
23.9026	639.82
23.9170	573.82
23.9314	534.10
23.9459	638.50
23.9603	572.87
23.9748	606.97
23.9892	528.79
24.0036	574.14
24.0181	541.21
24.0325	590.91
24.0470	597.08
24.0614	513.96
24.0758	514.64
24.0903	548.17
24.1047	528.62
24.1192	614.15
24.1336	556.64
24.1480	572.92
24.1625	576.28
24.1769	591.80
24.1914	622.85
24.2058	589.54
24.2202	559.07
24.2347	562.28
24.2491	580.83
24.2636	606.95
24.2780	648.66
24.2924	574.68
24.3069	593.14
24.3213	574.46
24.3358	544.85
24.3502	542.45
24.3646	579.98
24.3791	561.22
24.3935	563.82
24.4080	529.51
24.4224	549.55
24.4368	569.43
24.4513	514.74
24.4657	541.53
24.4802	551.20
24.4946	537.40
24.5090	567.82
24.5235	589.05
24.5379	605.24
24.5524	594.04
24.5668	537.26
24.5812	568.43
24.5957	545.20
24.6101	575.21
24.6246	531.40
24.6390	547.68
24.6534	533.53
24.6679	543.27
24.6823	532.18
24.6968	559.62
24.7112	524.98
24.7256	554.92
24.7401	513.09
24.7545	531.04
24.7690	575.73
24.7834	516.92
24.7978	501.68
24.8123	554.81
24.8267	593.80
24.8412	514.11
24.8556	585.53
24.8700	564.23
24.8845	571.89
24.8989	558.31
24.9134	516.23
24.9278	562.13
24.9422	557.44
24.9567	545.49
24.9711	576.66
24.9856	581.36
25.0000	517.28
25.0144	556.30
25.0289	582.47
25.0433	532.57
25.0578	615.68
25.0722	580.81
25.0866	561.69
25.1011	538.48
25.1155	561.77
25.1300	536.85
25.1444	505.72
25.1588	544.25
25.1733	558.86
25.1877	532.21
25.2022	536.71
25.2166	568.04
25.2310	515.16
25.2455	564.50
25.2599	568.26
25.2744	578.20
25.2888	587.87
25.3032	559.40
25.3177	565.10
25.3321	530.52
25.3466	505.34
25.3610	524.12
25.3754	542.35
25.3899	558.66
25.4043	558.07
25.4188	514.30
25.4332	516.38
25.4476	530.93
25.4621	562.35
25.4765	528.56
25.4910	565.69
25.5054	557.17
25.5198	529.33
25.5343	522.69
25.5487	558.05
25.5632	583.92
25.5776	574.87
25.5920	572.95
25.6065	557.55
25.6209	543.30
25.6354	561.48
25.6498	537.78
25.6642	550.68
25.6787	523.54
25.6931	518.73
25.7076	515.14
25.7220	520.13
25.7364	527.34
25.7509	601.47
25.7653	553.39
25.7798	548.88
25.7942	549.52
25.8086	573.82
25.8231	556.80
25.8375	519.61
25.8520	528.70
25.8664	565.93
25.8808	561.04
25.8953	564.58
25.9097	549.53
25.9242	559.22
25.9386	580.02
25.9530	538.20
25.9675	523.67
25.9819	567.10
25.9964	575.56
26.0108	516.10
26.0252	571.23
26.0397	541.38
26.0541	486.19
26.0686	504.89
26.0830	516.11
26.0974	530.82
26.1119	556.25
26.1263	570.20
26.1408	529.38
26.1552	521.25
26.1696	546.20
26.1841	560.61
26.1985	556.96
26.2130	545.46
26.2274	533.29
26.2418	513.36
26.2563	502.42
26.2707	518.10
26.2852	552.19
26.2996	549.22
26.3140	539.48
26.3285	510.69
26.3429	501.48
26.3574	515.52
26.3718	553.96
26.3862	524.09
26.4007	498.26
26.4151	492.87
26.4296	509.83
