2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	586.59
22.1264	582.02
22.1409	555.61
22.1553	514.53
22.1697	507.61
22.1842	533.26
22.1986	569.37
22.2131	521.41
22.2275	549.78
22.2419	545.61
22.2564	632.21
22.2708	607.67
22.2853	586.59
22.2997	580.45
22.3141	558.98
22.3286	541.73
22.3430	550.61
22.3575	611.14
22.3719	618.42
22.3863	602.26
22.4008	539.44
22.4152	570.51
22.4297	593.48
22.4441	554.39
22.4585	666.33
22.4730	668.30
22.4874	603.05
22.5019	626.49
22.5163	588.22
22.5307	522.99
22.5452	531.98
22.5596	585.59
22.5741	516.61
22.5885	508.30
22.6029	626.85
22.6174	587.54
22.6318	489.40
22.6463	511.28
22.6607	486.35
22.6751	516.34
22.6896	594.99
22.7040	740.28
22.7185	601.71
22.7329	559.73
22.7473	584.74
22.7618	549.30
22.7762	585.90
22.7907	615.55
22.8051	487.86
22.8195	531.58
22.8340	470.12
22.8484	494.95
22.8629	566.32
22.8773	497.28
22.8917	445.79
22.9062	517.58
22.9206	513.23
22.9351	582.08
22.9495	642.97
22.9639	591.79
22.9784	670.73
22.9928	529.33
23.0073	529.63
23.0217	611.82
23.0361	522.13
23.0506	550.19
23.0650	635.66
23.0795	428.91
23.0939	516.45
23.1083	641.21
23.1228	670.44
23.1372	532.30
23.1517	542.01
23.1661	516.30
23.1806	546.15
23.1950	530.91
23.2094	548.28
23.2239	543.43
23.2383	583.69
23.2528	583.78
23.2672	525.26
23.2816	619.38
23.2961	540.77
23.3105	542.44
23.3250	520.77
23.3394	594.24
23.3538	500.34
23.3683	544.45
23.3827	562.97
23.3972	550.70
23.4116	507.84
23.4260	590.03
23.4405	575.56
23.4549	478.35
23.4694	529.64
23.4838	591.00
23.4982	516.59
23.5127	579.01
23.5271	526.30
23.5416	573.62
23.5560	599.67
23.5704	596.57
23.5849	595.43
23.5993	533.82
23.6138	580.70
23.6282	524.70
23.6426	543.06
23.6571	575.12
23.6715	451.52
23.6860	516.07
23.7004	512.39
23.7148	542.23
23.7293	590.64
23.7437	561.75
23.7582	560.40
23.7726	594.16
23.7870	564.08
23.8015	562.23
23.8159	604.18
23.8304	555.53
23.8448	540.01
23.8592	589.77
23.8737	643.10
23.8881	475.11
23.9026	561.46
23.9170	487.38
23.9314	543.98
23.9459	552.52
23.9603	479.77
23.9748	547.26
23.9892	541.33
24.0036	531.71
24.0181	596.16
24.0325	612.27
24.0470	628.77
24.0614	607.06
24.0758	544.79
24.0903	673.35
24.1047	501.98
24.1192	526.75
24.1336	570.17
24.1480	511.96
24.1625	519.56
24.1769	599.34
24.1914	519.41
24.2058	538.81
24.2202	545.40
24.2347	624.50
24.2491	619.33
24.2636	563.83
24.2780	601.31
24.2924	583.95
24.3069	558.97
24.3213	548.61
24.3358	540.56
24.3502	552.64
24.3646	510.45
24.3791	533.22
24.3935	524.10
24.4080	545.26
24.4224	614.12
24.4368	572.23
24.4513	558.55
24.4657	591.38
24.4802	525.10
24.4946	544.00
24.5090	539.27
24.5235	532.40
24.5379	550.82
24.5524	585.42
24.5668	628.27
24.5812	591.16
24.5957	590.50
24.6101	611.39
24.6246	564.14
24.6390	555.22
24.6534	471.38
24.6679	603.88
24.6823	552.75
24.6968	551.90
24.7112	601.07
24.7256	512.83
24.7401	521.76
24.7545	557.60
24.7690	513.19
24.7834	565.38
24.7978	564.26
24.8123	570.30
24.8267	569.96
24.8412	543.77
24.8556	585.48
24.8700	543.24
24.8845	570.18
24.8989	548.72
24.9134	501.46
24.9278	501.42
24.9422	494.62
24.9567	534.49
24.9711	607.53
24.9856	535.01
25.0000	489.40
25.0144	593.32
25.0289	580.95
25.0433	527.87
25.0578	544.34
25.0722	519.78
25.0866	544.59
25.1011	540.15
25.1155	526.18
25.1300	571.84
25.1444	528.07
25.1588	563.51
25.1733	518.38
25.1877	473.46
25.2022	514.29
25.2166	562.21
25.2310	548.30
25.2455	533.32
25.2599	537.99
25.2744	513.16
25.2888	539.22
25.3032	493.60
25.3177	499.84
25.3321	539.63
25.3466	589.97
25.3610	601.34
25.3754	562.61
25.3899	524.38
25.4043	534.29
25.4188	586.58
25.4332	534.69
25.4476	532.83
25.4621	544.68
25.4765	541.51
25.4910	560.02
25.5054	503.38
25.5198	535.87
25.5343	556.87
25.5487	546.50
25.5632	511.37
25.5776	527.73
25.5920	524.31
25.6065	530.22
25.6209	531.28
25.6354	538.36
25.6498	551.83
25.6642	533.59
25.6787	553.48
25.6931	489.27
25.7076	510.77
25.7220	536.58
25.7364	542.19
25.7509	528.04
25.7653	552.86
25.7798	539.88
25.7942	523.78
25.8086	516.94
25.8231	577.42
25.8375	526.14
25.8520	524.84
25.8664	508.77
25.8808	523.40
25.8953	551.01
25.9097	542.43
25.9242	568.24
25.9386	560.74
25.9530	508.00
25.9675	489.84
25.9819	546.62
25.9964	538.14
26.0108	511.03
26.0252	553.90
26.0397	526.96
26.0541	544.53
26.0686	558.55
26.0830	567.53
26.0974	555.99
26.1119	536.37
26.1263	529.15
26.1408	522.84
26.1552	518.60
26.1696	538.77
26.1841	546.51
26.1985	512.43
26.2130	525.70
26.2274	527.27
26.2418	548.45
26.2563	522.98
26.2707	510.11
26.2852	540.72
26.2996	532.57
26.3140	540.26
26.3285	531.51
26.3429	522.78
26.3574	519.34
26.3718	535.99
26.3862	498.11
26.4007	498.40
26.4151	528.51
26.4296	568.56
