2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	481.72
22.1264	566.98
22.1409	577.09
22.1553	533.31
22.1697	538.26
22.1842	560.53
22.1986	553.62
22.2131	573.17
22.2275	578.53
22.2419	469.65
22.2564	488.51
22.2708	604.24
22.2853	601.12
22.2997	550.95
22.3141	592.81
22.3286	629.80
22.3430	519.52
22.3575	557.50
22.3719	590.01
22.3863	533.65
22.4008	493.83
22.4152	552.51
22.4297	628.00
22.4441	584.68
22.4585	524.85
22.4730	629.10
22.4874	689.06
22.5019	558.28
22.5163	530.15
22.5307	600.67
22.5452	629.71
22.5596	556.32
22.5741	577.91
22.5885	631.65
22.6029	583.87
22.6174	578.74
22.6318	528.51
22.6463	521.70
22.6607	572.53
22.6751	518.34
22.6896	572.34
22.7040	561.41
22.7185	523.98
22.7329	555.75
22.7473	510.72
22.7618	555.39
22.7762	608.44
22.7907	626.57
22.8051	580.59
22.8195	543.41
22.8340	564.05
22.8484	641.12
22.8629	626.97
22.8773	616.48
22.8917	465.76
22.9062	454.33
22.9206	586.56
22.9351	606.82
22.9495	547.94
22.9639	511.68
22.9784	570.36
22.9928	620.18
23.0073	570.17
23.0217	624.56
23.0361	571.93
23.0506	582.86
23.0650	530.70
23.0795	538.18
23.0939	572.41
23.1083	548.15
23.1228	587.94
23.1372	543.12
23.1517	538.81
23.1661	532.85
23.1806	643.14
23.1950	590.93
23.2094	550.26
23.2239	577.14
23.2383	604.36
23.2528	553.96
23.2672	531.34
23.2816	533.97
23.2961	478.64
23.3105	573.77
23.3250	586.50
23.3394	503.09
23.3538	519.77
23.3683	541.46
23.3827	553.50
23.3972	522.71
23.4116	528.47
23.4260	534.75
23.4405	527.82
23.4549	519.11
23.4694	544.52
23.4838	522.00
23.4982	548.58
23.5127	495.83
23.5271	551.03
23.5416	588.18
23.5560	656.37
23.5704	548.74
23.5849	554.99
23.5993	638.78
23.6138	544.34
23.6282	552.43
23.6426	506.55
23.6571	540.50
23.6715	607.64
23.6860	596.24
23.7004	575.33
23.7148	517.86
23.7293	518.31
23.7437	606.48
23.7582	618.26
23.7726	560.84
23.7870	592.83
23.8015	593.73
23.8159	559.25
23.8304	601.01
23.8448	533.38
23.8592	599.55
23.8737	552.80
23.8881	500.64
23.9026	593.06
23.9170	532.27
23.9314	470.02
23.9459	554.99
23.9603	559.46
23.9748	575.06
23.9892	575.20
24.0036	617.28
24.0181	574.56
24.0325	511.86
24.0470	541.76
24.0614	538.72
24.0758	554.88
24.0903	550.06
24.1047	565.97
24.1192	547.71
24.1336	545.40
24.1480	542.29
24.1625	550.78
24.1769	587.15
24.1914	590.89
24.2058	562.10
24.2202	566.10
24.2347	631.27
24.2491	628.20
24.2636	583.29
24.2780	591.97
24.2924	534.41
24.3069	548.39
24.3213	584.46
24.3358	584.59
24.3502	577.27
24.3646	561.49
24.3791	480.13
24.3935	527.56
24.4080	516.03
24.4224	565.52
24.4368	525.59
24.4513	496.55
24.4657	557.05
24.4802	519.80
24.4946	558.53
24.5090	549.46
24.5235	573.99
24.5379	559.43
24.5524	491.19
24.5668	541.92
24.5812	528.52
24.5957	594.18
24.6101	568.01
24.6246	571.79
24.6390	583.92
24.6534	552.41
24.6679	535.67
24.6823	491.66
24.6968	554.51
24.7112	554.52
24.7256	537.30
24.7401	527.93
24.7545	547.70
24.7690	514.60
24.7834	548.53
24.7978	541.72
24.8123	517.74
24.8267	544.56
24.8412	551.93
24.8556	571.63
24.8700	519.17
24.8845	593.18
24.8989	571.86
24.9134	515.98
24.9278	568.96
24.9422	530.91
24.9567	516.25
24.9711	500.71
24.9856	514.90
25.0000	577.22
25.0144	544.39
25.0289	571.62
25.0433	540.18
25.0578	502.12
25.0722	524.23
25.0866	542.14
25.1011	533.13
25.1155	598.91
25.1300	571.80
25.1444	531.87
25.1588	537.37
25.1733	583.50
25.1877	518.01
25.2022	526.40
25.2166	559.95
25.2310	545.68
25.2455	549.54
25.2599	510.35
25.2744	561.29
25.2888	548.90
25.3032	551.15
25.3177	556.20
25.3321	550.17
25.3466	528.09
25.3610	535.00
25.3754	555.09
25.3899	554.02
25.4043	543.93
25.4188	542.66
25.4332	512.19
25.4476	564.19
25.4621	542.47
25.4765	527.00
25.4910	573.72
25.5054	584.70
25.5198	557.12
25.5343	554.92
25.5487	523.99
25.5632	518.37
25.5776	553.09
25.5920	524.31
25.6065	542.08
25.6209	522.21
25.6354	529.31
25.6498	533.89
25.6642	544.80
25.6787	561.73
25.6931	537.43
25.7076	568.85
25.7220	553.86
25.7364	541.21
25.7509	562.05
25.7653	514.39
25.7798	526.17
25.7942	544.94
25.8086	549.29
25.8231	533.66
25.8375	548.77
25.8520	567.53
25.8664	561.71
25.8808	551.15
25.8953	542.55
25.9097	541.26
25.9242	532.82
25.9386	553.97
25.9530	496.46
25.9675	512.93
25.9819	559.56
25.9964	539.56
26.0108	526.54
26.0252	525.56
26.0397	523.52
26.0541	571.06
26.0686	539.56
26.0830	537.69
26.0974	510.94
26.1119	539.42
26.1263	554.52
26.1408	554.65
26.1552	533.81
26.1696	541.39
26.1841	495.47
26.1985	515.88
26.2130	551.60
26.2274	534.85
26.2418	547.89
26.2563	520.52
26.2707	498.91
26.2852	509.62
26.2996	500.84
26.3140	522.52
26.3285	509.05
26.3429	507.27
26.3574	532.18
26.3718	496.26
26.3862	494.68
26.4007	517.01
26.4151	553.58
26.4296	568.93
