2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	584.05
22.1264	634.76
22.1409	532.14
22.1553	548.22
22.1697	578.52
22.1842	594.66
22.1986	573.94
22.2131	559.00
22.2275	503.02
22.2419	560.91
22.2564	583.16
22.2708	622.64
22.2853	603.80
22.2997	542.12
22.3141	572.48
22.3286	591.82
22.3430	500.85
22.3575	607.20
22.3719	524.53
22.3863	553.58
22.4008	500.72
22.4152	542.15
22.4297	578.91
22.4441	545.19
22.4585	667.50
22.4730	601.19
22.4874	586.12
22.5019	685.16
22.5163	658.66
22.5307	624.41
22.5452	559.39
22.5596	686.07
22.5741	620.77
22.5885	617.50
22.6029	634.40
22.6174	584.16
22.6318	580.92
22.6463	521.42
22.6607	589.87
22.6751	616.85
22.6896	627.09
22.7040	629.16
22.7185	583.61
22.7329	569.14
22.7473	535.76
22.7618	490.31
22.7762	510.83
22.7907	584.36
22.8051	636.38
22.8195	557.73
22.8340	525.98
22.8484	499.10
22.8629	546.34
22.8773	528.97
22.8917	520.61
22.9062	619.65
22.9206	530.52
22.9351	546.26
22.9495	592.23
22.9639	628.27
22.9784	607.17
22.9928	530.49
23.0073	540.44
23.0217	541.08
23.0361	533.33
23.0506	667.32
23.0650	626.41
23.0795	563.07
23.0939	588.53
23.1083	602.62
23.1228	548.40
23.1372	568.81
23.1517	563.14
23.1661	619.79
23.1806	529.51
23.1950	548.82
23.2094	551.59
23.2239	661.91
23.2383	616.86
23.2528	559.98
23.2672	611.03
23.2816	640.56
23.2961	521.10
23.3105	528.71
23.3250	597.34
23.3394	571.47
23.3538	617.59
23.3683	517.14
23.3827	443.73
23.3972	537.05
23.4116	531.81
23.4260	593.50
23.4405	560.76
23.4549	569.38
23.4694	562.72
23.4838	582.53
23.4982	600.03
23.5127	547.85
23.5271	581.75
23.5416	506.19
23.5560	574.54
23.5704	547.12
23.5849	555.72
23.5993	576.51
23.6138	568.28
23.6282	484.60
23.6426	569.83
23.6571	550.81
23.6715	561.26
23.6860	545.98
23.7004	571.58
23.7148	518.96
23.7293	589.28
23.7437	532.90
23.7582	573.24
23.7726	518.92
23.7870	582.99
23.8015	524.13
23.8159	615.14
23.8304	600.39
23.8448	552.67
23.8592	559.57
23.8737	563.06
23.8881	484.57
23.9026	574.08
23.9170	573.18
23.9314	545.31
23.9459	611.57
23.9603	529.98
23.9748	583.11
23.9892	542.82
24.0036	507.20
24.0181	465.60
24.0325	532.01
24.0470	524.77
24.0614	470.96
24.0758	507.13
24.0903	585.05
24.1047	616.04
24.1192	573.98
24.1336	588.78
24.1480	563.87
24.1625	551.02
24.1769	587.09
24.1914	623.12
24.2058	607.11
24.2202	623.29
24.2347	572.78
24.2491	645.02
24.2636	584.92
24.2780	565.19
24.2924	627.29
24.3069	538.59
24.3213	599.89
24.3358	548.34
24.3502	557.02
24.3646	562.25
24.3791	578.98
24.3935	494.74
24.4080	566.44
24.4224	522.09
24.4368	534.32
24.4513	536.70
24.4657	550.51
24.4802	593.43
24.4946	537.46
24.5090	559.63
24.5235	531.62
24.5379	585.41
24.5524	555.57
24.5668	499.59
24.5812	548.91
24.5957	575.51
24.6101	557.53
24.6246	537.60
24.6390	531.86
24.6534	589.20
24.6679	538.93
24.6823	546.48
24.6968	551.03
24.7112	529.95
24.7256	580.01
24.7401	585.91
24.7545	609.57
24.7690	544.07
24.7834	553.24
24.7978	591.55
24.8123	589.45
24.8267	609.37
24.8412	607.83
24.8556	571.93
24.8700	543.60
24.8845	511.72
24.8989	565.27
24.9134	600.59
24.9278	528.13
24.9422	605.92
24.9567	571.80
24.9711	532.52
24.9856	507.64
25.0000	549.14
25.0144	502.88
25.0289	574.62
25.0433	568.69
25.0578	566.16
25.0722	567.42
25.0866	580.35
25.1011	547.52
25.1155	557.53
25.1300	537.49
25.1444	553.04
25.1588	526.79
25.1733	596.15
25.1877	596.02
25.2022	537.45
25.2166	562.73
25.2310	528.67
25.2455	520.89
25.2599	546.38
25.2744	525.04
25.2888	518.59
25.3032	508.48
25.3177	565.41
25.3321	518.46
25.3466	511.79
25.3610	522.99
25.3754	504.22
25.3899	541.60
25.4043	529.99
25.4188	521.34
25.4332	531.92
25.4476	520.17
25.4621	524.53
25.4765	510.23
25.4910	520.65
25.5054	548.93
25.5198	537.26
25.5343	589.15
25.5487	543.00
25.5632	541.32
25.5776	527.85
25.5920	532.45
25.6065	561.46
25.6209	562.29
25.6354	547.30
25.6498	530.45
25.6642	561.97
25.6787	558.59
25.6931	561.64
25.7076	580.18
25.7220	518.25
25.7364	538.70
25.7509	555.01
25.7653	539.39
25.7798	569.61
25.7942	575.06
25.8086	582.53
25.8231	564.46
25.8375	570.17
25.8520	526.15
25.8664	515.90
25.8808	542.44
25.8953	533.44
25.9097	507.33
25.9242	539.75
25.9386	566.10
25.9530	534.74
25.9675	533.21
25.9819	529.95
25.9964	526.04
26.0108	548.49
26.0252	562.21
26.0397	542.56
26.0541	544.51
26.0686	546.60
26.0830	530.15
26.0974	530.86
26.1119	538.53
26.1263	553.54
26.1408	506.86
26.1552	491.84
26.1696	525.55
26.1841	514.25
26.1985	543.35
26.2130	544.32
26.2274	525.32
26.2418	552.14
26.2563	509.52
26.2707	540.25
26.2852	563.92
26.2996	568.94
26.3140	551.66
26.3285	531.26
26.3429	508.99
26.3574	525.05
26.3718	525.76
26.3862	486.48
26.4007	485.11
26.4151	488.96
26.4296	517.05
