2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	493.24
22.1264	443.85
22.1409	491.53
22.1553	525.85
22.1697	618.11
22.1842	544.81
22.1986	529.86
22.2131	509.53
22.2275	536.37
22.2419	580.50
22.2564	653.25
22.2708	584.36
22.2853	606.77
22.2997	453.24
22.3141	555.22
22.3286	625.31
22.3430	607.26
22.3575	584.72
22.3719	600.72
22.3863	533.70
22.4008	515.62
22.4152	492.74
22.4297	672.10
22.4441	669.41
22.4585	550.19
22.4730	504.11
22.4874	626.43
22.5019	640.76
22.5163	564.30
22.5307	595.05
22.5452	594.21
22.5596	613.83
22.5741	595.93
22.5885	536.60
22.6029	519.73
22.6174	612.65
22.6318	542.10
22.6463	591.54
22.6607	682.77
22.6751	561.33
22.6896	512.07
22.7040	564.96
22.7185	671.58
22.7329	638.24
22.7473	510.53
22.7618	532.22
22.7762	565.22
22.7907	568.92
22.8051	551.37
22.8195	626.42
22.8340	552.00
22.8484	552.31
22.8629	614.01
22.8773	610.81
22.8917	533.48
22.9062	579.40
22.9206	513.30
22.9351	487.36
22.9495	525.95
22.9639	589.67
22.9784	544.93
22.9928	519.48
23.0073	476.75
23.0217	557.51
23.0361	543.67
23.0506	450.61
23.0650	595.60
23.0795	486.16
23.0939	581.64
23.1083	585.22
23.1228	497.92
23.1372	524.81
23.1517	559.57
23.1661	514.72
23.1806	549.20
23.1950	577.65
23.2094	529.12
23.2239	515.31
23.2383	614.68
23.2528	500.98
23.2672	534.18
23.2816	547.96
23.2961	574.17
23.3105	624.45
23.3250	513.63
23.3394	538.44
23.3538	598.21
23.3683	577.64
23.3827	558.52
23.3972	593.90
23.4116	512.61
23.4260	599.97
23.4405	535.95
23.4549	576.58
23.4694	567.11
23.4838	593.16
23.4982	542.46
23.5127	538.79
23.5271	636.05
23.5416	559.92
23.5560	580.54
23.5704	593.59
23.5849	573.46
23.5993	549.01
23.6138	586.61
23.6282	497.44
23.6426	573.06
23.6571	552.41
23.6715	582.42
23.6860	558.73
23.7004	623.47
23.7148	585.15
23.7293	535.89
23.7437	564.96
23.7582	592.20
23.7726	505.81
23.7870	542.04
23.8015	545.39
23.8159	550.19
23.8304	527.23
23.8448	541.82
23.8592	612.79
23.8737	569.55
23.8881	578.19
23.9026	595.73
23.9170	544.46
23.9314	579.96
23.9459	527.18
23.9603	580.82
23.9748	536.70
23.9892	548.83
24.0036	561.54
24.0181	530.46
24.0325	522.89
24.0470	539.46
24.0614	585.94
24.0758	547.32
24.0903	561.27
24.1047	552.30
24.1192	537.18
24.1336	613.44
24.1480	545.01
24.1625	568.37
24.1769	531.45
24.1914	529.31
24.2058	581.52
24.2202	574.90
24.2347	621.28
24.2491	550.83
24.2636	619.44
24.2780	633.97
24.2924	588.34
24.3069	580.51
24.3213	597.80
24.3358	631.43
24.3502	586.82
24.3646	578.09
24.3791	592.20
24.3935	572.05
24.4080	515.61
24.4224	549.71
24.4368	526.49
24.4513	559.86
24.4657	526.26
24.4802	547.97
24.4946	477.56
24.5090	549.77
24.5235	538.18
24.5379	596.60
24.5524	596.91
24.5668	562.79
24.5812	541.73
24.5957	532.69
24.6101	535.48
24.6246	526.57
24.6390	581.50
24.6534	613.72
24.6679	533.46
24.6823	549.70
24.6968	535.19
24.7112	564.13
24.7256	537.73
24.7401	505.47
24.7545	538.16
24.7690	577.65
24.7834	578.14
24.7978	528.03
24.8123	537.86
24.8267	507.32
24.8412	501.75
24.8556	579.45
24.8700	607.94
24.8845	532.79
24.8989	516.98
24.9134	547.38
24.9278	556.27
24.9422	561.28
24.9567	512.68
24.9711	518.47
24.9856	533.83
25.0000	552.73
25.0144	568.03
25.0289	525.98
25.0433	547.52
25.0578	543.77
25.0722	557.98
25.0866	554.42
25.1011	529.65
25.1155	528.18
25.1300	508.89
25.1444	520.69
25.1588	498.19
25.1733	574.67
25.1877	529.09
25.2022	506.59
25.2166	543.85
25.2310	569.44
25.2455	580.42
25.2599	548.49
25.2744	529.38
25.2888	569.89
25.3032	534.47
25.3177	566.44
25.3321	567.93
25.3466	564.24
25.3610	522.82
25.3754	529.35
25.3899	529.99
25.4043	537.27
25.4188	554.51
25.4332	577.52
25.4476	540.69
25.4621	484.15
25.4765	485.80
25.4910	546.64
25.5054	609.28
25.5198	611.66
25.5343	558.35
25.5487	561.61
25.5632	541.31
25.5776	537.43
25.5920	525.29
25.6065	534.97
25.6209	554.65
25.6354	540.97
25.6498	513.72
25.6642	501.14
25.6787	506.59
25.6931	541.12
25.7076	534.44
25.7220	524.90
25.7364	576.58
25.7509	562.96
25.7653	523.56
25.7798	563.70
25.7942	574.48
25.8086	562.84
25.8231	559.18
25.8375	539.45
25.8520	545.63
25.8664	529.75
25.8808	552.38
25.8953	525.16
25.9097	536.70
25.9242	525.03
25.9386	557.89
25.9530	525.13
25.9675	495.80
25.9819	540.34
25.9964	530.30
26.0108	539.74
26.0252	511.50
26.0397	539.36
26.0541	555.66
26.0686	527.21
26.0830	519.25
26.0974	527.41
26.1119	524.90
26.1263	550.42
26.1408	519.17
26.1552	511.40
26.1696	540.11
26.1841	560.03
26.1985	529.50
26.2130	512.43
26.2274	486.89
26.2418	525.43
26.2563	523.66
26.2707	499.58
26.2852	527.29
26.2996	548.24
26.3140	535.08
26.3285	523.75
26.3429	528.09
26.3574	542.88
26.3718	527.35
26.3862	550.80
26.4007	530.61
26.4151	486.65
26.4296	520.06
