2022.09.19 19:37:16
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	531.46
22.1264	528.94
22.1409	578.61
22.1553	583.36
22.1697	686.32
22.1842	621.14
22.1986	574.69
22.2131	598.10
22.2275	559.38
22.2419	577.73
22.2564	438.21
22.2708	496.25
22.2853	625.56
22.2997	480.86
22.3141	586.26
22.3286	608.00
22.3430	554.43
22.3575	600.03
22.3719	613.41
22.3863	620.01
22.4008	654.39
22.4152	560.55
22.4297	607.68
22.4441	577.39
22.4585	550.56
22.4730	546.34
22.4874	561.64
22.5019	608.43
22.5163	607.36
22.5307	558.67
22.5452	545.84
22.5596	587.78
22.5741	562.94
22.5885	562.46
22.6029	643.49
22.6174	599.01
22.6318	551.23
22.6463	501.84
22.6607	530.14
22.6751	578.58
22.6896	557.78
22.7040	652.62
22.7185	612.79
22.7329	541.19
22.7473	614.61
22.7618	637.15
22.7762	542.69
22.7907	605.04
22.8051	555.99
22.8195	526.70
22.8340	573.17
22.8484	497.64
22.8629	533.33
22.8773	540.78
22.8917	639.84
22.9062	634.03
22.9206	498.90
22.9351	517.43
22.9495	585.17
22.9639	578.01
22.9784	589.12
22.9928	645.63
23.0073	594.75
23.0217	502.46
23.0361	561.37
23.0506	522.49
23.0650	596.48
23.0795	604.11
23.0939	546.95
23.1083	521.95
23.1228	608.12
23.1372	594.03
23.1517	493.38
23.1661	604.74
23.1806	511.24
23.1950	493.40
23.2094	534.23
23.2239	539.51
23.2383	562.27
23.2528	607.60
23.2672	561.30
23.2816	616.32
23.2961	522.10
23.3105	548.76
23.3250	512.28
23.3394	553.57
23.3538	531.60
23.3683	561.42
23.3827	551.09
23.3972	529.30
23.4116	515.07
23.4260	541.66
23.4405	530.92
23.4549	543.14
23.4694	568.52
23.4838	531.97
23.4982	603.30
23.5127	620.05
23.5271	576.47
23.5416	546.87
23.5560	553.35
23.5704	594.36
23.5849	538.85
23.5993	540.36
23.6138	576.04
23.6282	520.72
23.6426	538.39
23.6571	475.55
23.6715	587.70
23.6860	523.48
23.7004	558.39
23.7148	546.69
23.7293	521.59
23.7437	590.73
23.7582	529.61
23.7726	595.13
23.7870	573.62
23.8015	555.92
23.8159	542.50
23.8304	551.98
23.8448	505.67
23.8592	492.35
23.8737	555.09
23.8881	542.69
23.9026	603.99
23.9170	533.19
23.9314	565.84
23.9459	550.06
23.9603	527.80
23.9748	610.56
23.9892	603.54
24.0036	527.92
24.0181	542.31
24.0325	604.90
24.0470	577.23
24.0614	562.90
24.0758	532.35
24.0903	507.29
24.1047	540.06
24.1192	518.01
24.1336	572.91
24.1480	568.20
24.1625	620.39
24.1769	592.80
24.1914	603.67
24.2058	597.59
24.2202	564.49
24.2347	602.74
24.2491	582.79
24.2636	578.47
24.2780	638.48
24.2924	583.81
24.3069	595.42
24.3213	590.12
24.3358	644.23
24.3502	503.34
24.3646	589.04
24.3791	540.40
24.3935	582.06
24.4080	511.67
24.4224	568.17
24.4368	564.31
24.4513	564.01
24.4657	561.13
24.4802	554.98
24.4946	547.39
24.5090	531.83
24.5235	553.77
24.5379	564.56
24.5524	560.75
24.5668	555.03
24.5812	548.82
24.5957	522.87
24.6101	540.84
24.6246	585.34
24.6390	565.68
24.6534	555.51
24.6679	549.90
24.6823	571.31
24.6968	554.73
24.7112	584.73
24.7256	564.36
24.7401	519.91
24.7545	570.69
24.7690	551.97
24.7834	532.27
24.7978	515.48
24.8123	515.91
24.8267	569.30
24.8412	488.79
24.8556	557.19
24.8700	548.23
24.8845	511.74
24.8989	558.97
24.9134	565.92
24.9278	534.34
24.9422	562.99
24.9567	511.02
24.9711	518.35
24.9856	531.72
25.0000	550.34
25.0144	536.18
25.0289	560.67
25.0433	571.33
25.0578	593.20
25.0722	529.47
25.0866	576.50
25.1011	579.05
25.1155	549.12
25.1300	542.37
25.1444	507.61
25.1588	551.83
25.1733	575.38
25.1877	553.70
25.2022	568.65
25.2166	544.46
25.2310	497.55
25.2455	538.06
25.2599	580.89
25.2744	580.75
25.2888	559.64
25.3032	529.65
25.3177	531.86
25.3321	562.57
25.3466	547.82
25.3610	528.29
25.3754	530.60
25.3899	542.14
25.4043	505.67
25.4188	529.07
25.4332	563.31
25.4476	525.68
25.4621	542.70
25.4765	579.40
25.4910	552.33
25.5054	536.17
25.5198	535.39
25.5343	519.73
25.5487	567.06
25.5632	569.38
25.5776	567.65
25.5920	526.15
25.6065	542.63
25.6209	545.89
25.6354	526.75
25.6498	554.29
25.6642	555.09
25.6787	506.85
25.6931	545.37
25.7076	552.73
25.7220	526.56
25.7364	530.43
25.7509	500.43
25.7653	515.83
25.7798	554.83
25.7942	530.55
25.8086	521.64
25.8231	568.13
25.8375	547.11
25.8520	506.40
25.8664	529.70
25.8808	514.30
25.8953	554.54
25.9097	604.78
25.9242	561.93
25.9386	585.70
25.9530	526.91
25.9675	524.04
25.9819	539.83
25.9964	530.19
26.0108	545.75
26.0252	566.89
26.0397	519.19
26.0541	514.74
26.0686	533.67
26.0830	559.04
26.0974	557.12
26.1119	581.66
26.1263	592.63
26.1408	521.53
26.1552	540.18
26.1696	540.62
26.1841	537.64
26.1985	514.65
26.2130	537.60
26.2274	533.03
26.2418	491.65
26.2563	521.95
26.2707	528.56
26.2852	539.05
26.2996	518.64
26.3140	520.77
26.3285	531.69
26.3429	534.26
26.3574	522.40
26.3718	530.55
26.3862	549.98
26.4007	531.84
26.4151	517.48
26.4296	529.72
