2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	565.79
22.1264	577.94
22.1409	518.29
22.1553	542.92
22.1697	520.64
22.1842	529.09
22.1986	578.11
22.2131	667.12
22.2275	575.87
22.2419	660.58
22.2564	605.35
22.2708	549.41
22.2853	576.28
22.2997	597.64
22.3141	536.03
22.3286	601.97
22.3430	645.64
22.3575	632.94
22.3719	574.30
22.3863	531.37
22.4008	529.12
22.4152	603.09
22.4297	624.93
22.4441	603.85
22.4585	636.03
22.4730	683.27
22.4874	564.75
22.5019	585.71
22.5163	652.65
22.5307	586.94
22.5452	612.99
22.5596	638.35
22.5741	623.16
22.5885	573.26
22.6029	561.18
22.6174	586.59
22.6318	598.67
22.6463	610.00
22.6607	556.87
22.6751	574.59
22.6896	534.60
22.7040	501.14
22.7185	499.06
22.7329	607.51
22.7473	550.60
22.7618	562.63
22.7762	597.78
22.7907	565.06
22.8051	566.40
22.8195	578.35
22.8340	604.76
22.8484	541.04
22.8629	631.04
22.8773	585.11
22.8917	541.95
22.9062	498.90
22.9206	547.83
22.9351	541.75
22.9495	655.72
22.9639	614.01
22.9784	595.17
22.9928	585.55
23.0073	554.32
23.0217	601.88
23.0361	508.86
23.0506	542.51
23.0650	612.83
23.0795	575.61
23.0939	546.06
23.1083	503.44
23.1228	589.68
23.1372	562.16
23.1517	494.60
23.1661	550.70
23.1806	504.92
23.1950	563.71
23.2094	525.87
23.2239	564.42
23.2383	563.50
23.2528	557.19
23.2672	553.81
23.2816	563.82
23.2961	604.88
23.3105	570.60
23.3250	565.39
23.3394	616.88
23.3538	587.86
23.3683	527.77
23.3827	543.87
23.3972	530.27
23.4116	539.36
23.4260	562.94
23.4405	511.04
23.4549	509.10
23.4694	567.93
23.4838	535.99
23.4982	566.81
23.5127	572.14
23.5271	561.28
23.5416	549.89
23.5560	608.17
23.5704	535.58
23.5849	607.10
23.5993	516.50
23.6138	558.64
23.6282	542.22
23.6426	568.32
23.6571	532.61
23.6715	554.06
23.6860	519.38
23.7004	613.87
23.7148	623.56
23.7293	554.46
23.7437	542.12
23.7582	565.73
23.7726	588.47
23.7870	590.11
23.8015	626.17
23.8159	559.27
23.8304	568.98
23.8448	499.27
23.8592	589.69
23.8737	574.51
23.8881	583.29
23.9026	553.29
23.9170	652.39
23.9314	519.60
23.9459	556.16
23.9603	567.43
23.9748	632.60
23.9892	540.47
24.0036	535.80
24.0181	540.81
24.0325	638.15
24.0470	542.37
24.0614	691.09
24.0758	474.76
24.0903	562.15
24.1047	540.02
24.1192	535.66
24.1336	519.26
24.1480	523.14
24.1625	580.58
24.1769	589.99
24.1914	612.33
24.2058	540.33
24.2202	596.58
24.2347	576.11
24.2491	593.75
24.2636	571.03
24.2780	599.91
24.2924	576.46
24.3069	590.79
24.3213	521.50
24.3358	545.95
24.3502	581.13
24.3646	566.60
24.3791	542.00
24.3935	515.62
24.4080	540.15
24.4224	574.52
24.4368	544.81
24.4513	545.22
24.4657	538.12
24.4802	524.88
24.4946	575.33
24.5090	512.77
24.5235	571.36
24.5379	537.25
24.5524	576.30
24.5668	556.66
24.5812	531.50
24.5957	579.26
24.6101	550.13
24.6246	522.72
24.6390	513.69
24.6534	583.53
24.6679	508.54
24.6823	537.60
24.6968	520.69
24.7112	554.16
24.7256	530.08
24.7401	522.79
24.7545	537.67
24.7690	559.26
24.7834	502.97
24.7978	505.22
24.8123	530.36
24.8267	504.09
24.8412	638.69
24.8556	554.12
24.8700	555.12
24.8845	556.73
24.8989	558.47
24.9134	537.19
24.9278	513.99
24.9422	565.24
24.9567	564.43
24.9711	569.69
24.9856	516.90
25.0000	543.10
25.0144	579.22
25.0289	568.44
25.0433	520.16
25.0578	531.96
25.0722	568.64
25.0866	547.87
25.1011	527.89
25.1155	508.19
25.1300	573.17
25.1444	538.86
25.1588	559.41
25.1733	553.21
25.1877	530.35
25.2022	560.74
25.2166	563.98
25.2310	547.60
25.2455	543.11
25.2599	543.63
25.2744	564.21
25.2888	568.04
25.3032	553.97
25.3177	545.79
25.3321	560.81
25.3466	537.98
25.3610	553.25
25.3754	541.28
25.3899	525.38
25.4043	562.26
25.4188	534.87
25.4332	569.22
25.4476	510.54
25.4621	544.58
25.4765	497.38
25.4910	554.32
25.5054	521.00
25.5198	519.86
25.5343	553.56
25.5487	534.83
25.5632	530.28
25.5776	552.49
25.5920	523.18
25.6065	521.45
25.6209	535.92
25.6354	534.23
25.6498	522.57
25.6642	537.08
25.6787	529.71
25.6931	506.15
25.7076	585.32
25.7220	540.76
25.7364	542.81
25.7509	522.39
25.7653	541.10
25.7798	558.08
25.7942	507.91
25.8086	526.14
25.8231	548.87
25.8375	502.46
25.8520	532.84
25.8664	527.63
25.8808	528.45
25.8953	560.01
25.9097	585.38
25.9242	520.81
25.9386	522.20
25.9530	513.07
25.9675	503.42
25.9819	522.48
25.9964	522.32
26.0108	550.29
26.0252	571.63
26.0397	534.58
26.0541	493.59
26.0686	541.03
26.0830	551.57
26.0974	533.53
26.1119	513.42
26.1263	529.41
26.1408	515.06
26.1552	512.39
26.1696	560.10
26.1841	530.46
26.1985	510.87
26.2130	539.82
26.2274	567.50
26.2418	537.79
26.2563	519.95
26.2707	514.97
26.2852	534.01
26.2996	567.78
26.3140	558.73
26.3285	566.29
26.3429	562.14
26.3574	544.35
26.3718	503.65
26.3862	493.80
26.4007	507.92
26.4151	510.99
26.4296	536.58
