2022.09.19 19:37:17
Îáðàçåö: ß÷åéêà LCoV 16-09-2022
Lambda1 = 1.54060
Lambda2 = 1.54439
Lambdam = 1.54186
R = 0.497
2Theta	I

line¹ 0 ;repeat¹ 0
22.1120	578.65
22.1264	572.59
22.1409	621.69
22.1553	534.75
22.1697	605.74
22.1842	606.95
22.1986	549.03
22.2131	568.18
22.2275	622.63
22.2419	546.70
22.2564	531.05
22.2708	609.20
22.2853	604.64
22.2997	633.74
22.3141	611.87
22.3286	595.82
22.3430	622.64
22.3575	637.61
22.3719	647.12
22.3863	604.64
22.4008	636.82
22.4152	664.85
22.4297	719.61
22.4441	622.25
22.4585	597.34
22.4730	615.65
22.4874	685.69
22.5019	515.17
22.5163	599.27
22.5307	568.29
22.5452	535.86
22.5596	617.02
22.5741	668.19
22.5885	584.19
22.6029	617.17
22.6174	602.06
22.6318	538.07
22.6463	650.13
22.6607	631.02
22.6751	553.10
22.6896	640.57
22.7040	634.58
22.7185	488.41
22.7329	544.05
22.7473	501.26
22.7618	565.86
22.7762	534.14
22.7907	616.82
22.8051	650.48
22.8195	696.56
22.8340	564.78
22.8484	549.63
22.8629	632.49
22.8773	557.57
22.8917	465.93
22.9062	570.78
22.9206	611.09
22.9351	556.45
22.9495	554.76
22.9639	609.68
22.9784	568.33
22.9928	515.69
23.0073	575.24
23.0217	574.60
23.0361	585.13
23.0506	501.41
23.0650	623.65
23.0795	550.20
23.0939	590.41
23.1083	580.80
23.1228	588.13
23.1372	554.90
23.1517	585.55
23.1661	654.97
23.1806	615.26
23.1950	577.34
23.2094	578.90
23.2239	550.48
23.2383	561.07
23.2528	565.18
23.2672	528.02
23.2816	588.74
23.2961	499.75
23.3105	513.65
23.3250	552.71
23.3394	579.86
23.3538	565.17
23.3683	621.84
23.3827	623.19
23.3972	564.35
23.4116	552.37
23.4260	602.42
23.4405	528.95
23.4549	518.40
23.4694	621.10
23.4838	505.27
23.4982	562.47
23.5127	581.96
23.5271	525.59
23.5416	577.03
23.5560	549.25
23.5704	517.73
23.5849	570.67
23.5993	569.74
23.6138	513.17
23.6282	527.17
23.6426	561.81
23.6571	433.41
23.6715	552.84
23.6860	562.37
23.7004	564.47
23.7148	568.42
23.7293	551.59
23.7437	502.39
23.7582	561.52
23.7726	554.75
23.7870	598.86
23.8015	560.32
23.8159	602.97
23.8304	606.66
23.8448	584.11
23.8592	586.87
23.8737	529.88
23.8881	570.69
23.9026	539.75
23.9170	580.52
23.9314	589.49
23.9459	563.85
23.9603	585.84
23.9748	582.18
23.9892	511.12
24.0036	587.55
24.0181	543.82
24.0325	559.98
24.0470	546.26
24.0614	573.76
24.0758	547.33
24.0903	576.38
24.1047	556.33
24.1192	544.08
24.1336	594.71
24.1480	510.72
24.1625	560.29
24.1769	582.07
24.1914	595.14
24.2058	593.29
24.2202	591.00
24.2347	615.57
24.2491	584.79
24.2636	537.62
24.2780	589.83
24.2924	563.49
24.3069	603.58
24.3213	547.59
24.3358	537.25
24.3502	536.89
24.3646	469.64
24.3791	562.94
24.3935	589.37
24.4080	508.39
24.4224	524.62
24.4368	529.01
24.4513	469.87
24.4657	522.78
24.4802	521.13
24.4946	612.00
24.5090	603.01
24.5235	550.90
24.5379	505.86
24.5524	549.67
24.5668	587.32
24.5812	599.87
24.5957	556.38
24.6101	569.41
24.6246	564.39
24.6390	587.10
24.6534	598.75
24.6679	514.20
24.6823	505.11
24.6968	552.63
24.7112	572.75
24.7256	553.30
24.7401	556.09
24.7545	574.06
24.7690	531.76
24.7834	515.21
24.7978	488.57
24.8123	497.51
24.8267	539.42
24.8412	528.13
24.8556	560.91
24.8700	571.56
24.8845	570.10
24.8989	575.47
24.9134	519.21
24.9278	556.84
24.9422	556.06
24.9567	575.63
24.9711	546.00
24.9856	572.20
25.0000	535.50
25.0144	584.09
25.0289	552.84
25.0433	541.95
25.0578	535.88
25.0722	554.15
25.0866	563.70
25.1011	545.73
25.1155	571.21
25.1300	550.15
25.1444	511.18
25.1588	554.94
25.1733	523.41
25.1877	546.37
25.2022	539.77
25.2166	540.87
25.2310	540.70
25.2455	560.18
25.2599	519.27
25.2744	511.30
25.2888	546.59
25.3032	529.02
25.3177	532.42
25.3321	503.54
25.3466	551.98
25.3610	543.51
25.3754	524.55
25.3899	567.75
25.4043	503.12
25.4188	538.52
25.4332	547.76
25.4476	572.90
25.4621	502.69
25.4765	568.18
25.4910	563.25
25.5054	533.07
25.5198	518.57
25.5343	571.62
25.5487	536.56
25.5632	567.52
25.5776	569.88
25.5920	519.38
25.6065	557.01
25.6209	534.24
25.6354	549.28
25.6498	588.95
25.6642	544.43
25.6787	513.10
25.6931	522.46
25.7076	522.57
25.7220	494.23
25.7364	525.35
25.7509	540.88
25.7653	546.34
25.7798	507.13
25.7942	496.91
25.8086	512.36
25.8231	557.50
25.8375	558.70
25.8520	527.58
25.8664	574.58
25.8808	563.91
25.8953	549.34
25.9097	550.40
25.9242	520.93
25.9386	537.54
25.9530	525.52
25.9675	558.23
25.9819	575.50
25.9964	529.72
26.0108	597.61
26.0252	591.83
26.0397	533.38
26.0541	511.13
26.0686	544.84
26.0830	541.73
26.0974	538.06
26.1119	546.86
26.1263	579.46
26.1408	534.55
26.1552	529.13
26.1696	537.23
26.1841	563.61
26.1985	536.94
26.2130	539.41
26.2274	490.38
26.2418	531.05
26.2563	524.78
26.2707	521.38
26.2852	500.06
26.2996	498.26
26.3140	527.74
26.3285	564.26
26.3429	560.87
26.3574	536.12
26.3718	497.04
26.3862	522.15
26.4007	527.02
26.4151	532.82
26.4296	535.86
